ID,temp ,humidity,windspeed,workingday,count
8766,0.22,0.75,0,1,8
8767,0.22,0.69,0.1642,1,5
8768,0.22,0.69,0.1045,1,4
8769,0.22,0.69,0.1343,1,3
8770,0.2,0.8,0.1343,1,13
8771,0.22,0.73,0.1045,1,70
8772,0.24,0.65,0,1,205
8773,0.24,0.7,0.1343,1,447
8774,0.24,0.7,0.1642,1,241
8775,0.26,0.65,0.194,1,116
8776,0.3,0.56,0.1642,1,138
8777,0.36,0.5,0.2537,1,191
8778,0.4,0.43,0.2836,1,204
8779,0.46,0.36,0.194,1,178
8780,0.52,0.27,0.2537,1,222
8781,0.52,0.27,0.2836,1,294
8782,0.46,0.36,0.2239,1,476
8783,0.5,0.29,0.2537,1,419
8784,0.46,0.33,0.2836,1,272
8785,0.42,0.41,0.194,1,177
8786,0.4,0.43,0.2239,1,154
8787,0.36,0.5,0.194,1,135
8788,0.36,0.5,0,1,101
8789,0.36,0.5,0.1642,0,79
8790,0.38,0.46,0.1642,0,62
8791,0.36,0.5,0.1045,0,38
8792,0.32,0.57,0.1045,0,20
8793,0.32,0.57,0.0896,0,10
8794,0.26,0.75,0.1045,0,9
8795,0.26,0.75,0.1045,0,7
8796,0.22,0.87,0.194,0,20
8797,0.24,0.75,0.1045,0,64
8798,0.22,0.8,0.1343,0,130
8799,0.28,0.75,0.0896,0,203
8800,0.34,0.57,0.2239,0,324
8801,0.4,0.43,0.2239,0,376
8802,0.44,0.44,0.194,0,445
8803,0.5,0.42,0.2836,0,512
8804,0.58,0.37,0.2985,0,449
8805,0.56,0.37,0.2836,0,401
8806,0.54,0.43,0.1343,0,322
8807,0.54,0.45,0.1343,0,297
8808,0.52,0.42,0.1045,0,215
8809,0.5,0.39,0.2537,0,170
8810,0.44,0.44,0.2239,0,140
8811,0.44,0.38,0.2537,0,109
8812,0.42,0.38,0.2239,0,119
8813,0.38,0.4,0.2836,0,91
8814,0.34,0.42,0.194,0,72
8815,0.36,0.37,0.2836,0,67
8816,0.34,0.42,0.1343,0,32
8817,0.32,0.49,0.2537,0,6
8818,0.32,0.49,0.1045,0,2
8819,0.3,0.52,0,0,2
8820,0.3,0.52,0,0,24
8821,0.3,0.52,0.1343,0,57
8822,0.32,0.53,0.1343,0,125
8823,0.34,0.49,0.1642,0,208
8824,0.36,0.46,0.2239,0,256
8825,0.38,0.43,0.2239,0,351
8826,0.4,0.37,0.2985,0,343
8827,0.4,0.4,0.194,0,328
8828,0.4,0.37,0.2836,0,330
8829,0.4,0.37,0.2985,0,314
8830,0.38,0.4,0.2239,0,219
8831,0.34,0.46,0.2239,0,181
8832,0.32,0.49,0.194,0,112
8833,0.3,0.52,0.1642,0,126
8834,0.28,0.56,0.2239,0,91
8835,0.26,0.6,0.1045,0,58
8836,0.26,0.56,0.2537,0,30
8837,0.24,0.6,0.2239,1,15
8838,0.24,0.6,0.1343,1,5
8839,0.24,0.56,0.1343,1,5
8840,0.24,0.52,0.1642,1,3
8841,0.22,0.64,0.1045,1,4
8842,0.2,0.64,0.0896,1,21
8843,0.22,0.6,0.1343,1,88
8844,0.22,0.6,0.1045,1,240
8845,0.22,0.55,0.0896,1,420
8846,0.22,0.64,0,1,197
8847,0.24,0.6,0,1,108
8848,0.26,0.56,0.0896,1,88
8849,0.26,0.56,0.1045,1,103
8850,0.26,0.56,0.1045,1,80
8851,0.22,0.75,0.1642,1,50
8852,0.22,0.75,0.1642,1,69
8853,0.22,0.87,0.0896,1,49
8854,0.22,0.87,0,1,152
8855,0.2,0.86,0.0896,1,164
8856,0.2,0.93,0.0896,1,190
8857,0.2,0.86,0.0896,1,132
8858,0.2,0.93,0,1,79
8859,0.2,0.92,0.1045,1,62
8860,0.22,0.87,0.1045,1,52
8861,0.22,0.87,0.1045,1,14
8862,0.22,0.93,0.1045,1,5
8863,0.22,0.87,0.1642,1,4
8864,0.2,0.86,0.1642,1,4
8865,0.4,0.47,0.2239,1,23
8866,0.18,0.93,0.194,1,79
8867,0.18,0.93,0.1642,1,222
8868,0.18,0.93,0.1642,1,471
8869,0.18,0.93,0.1642,1,195
8870,0.18,0.93,0.1642,1,83
8871,0.42,0.38,0.2985,1,101
8872,0.42,0.38,0.2985,1,140
8873,0.42,0.38,0.2985,1,178
8874,0.42,0.38,0.2985,1,106
8875,0.42,0.38,0.2985,1,136
8876,0.42,0.38,0.3582,1,240
8877,0.42,0.38,0.2537,1,460
8878,0.4,0.4,0.1045,1,385
8879,0.38,0.46,0.1045,1,281
8880,0.34,0.53,0.1045,1,200
8881,0.32,0.66,0.0896,1,116
8882,0.3,0.7,0.0896,1,114
8883,0.26,0.81,0.1045,1,41
8884,0.26,0.81,0,1,28
8885,0.24,0.87,0.0896,1,7
8886,0.2,0.85,0.1642,1,5
8887,0.22,0.8,0,1,4
8888,0.2,0.8,0.1343,1,2
8889,0.2,0.8,0.1343,1,22
8890,0.2,0.86,0.1343,1,74
8891,0.2,0.8,0.1343,1,256
8892,0.2,0.82,0.1045,1,499
8893,0.2,0.86,0.1343,1,225
8894,0.24,0.87,0.1343,1,97
8895,0.26,0.87,0.0896,1,99
8896,0.3,0.81,0,1,55
8897,0.32,0.76,0,1,65
8898,0.32,0.81,0.1045,1,73
8899,0.34,0.87,0.0896,1,79
8900,0.34,0.87,0.2537,1,118
8901,0.34,0.87,0.2239,1,134
8902,0.34,0.87,0.194,1,98
8903,0.32,0.93,0.2239,1,93
8904,0.32,0.93,0.1642,1,57
8905,0.34,0.87,0.2239,1,29
8906,0.34,0.87,0.194,1,49
8907,0.34,0.87,0.2239,1,9
8908,0.34,0.93,0.194,1,3
8909,0.36,0.93,0.194,1,3
8910,0.36,0.93,0.2537,1,2
8911,0.36,0.93,0.2537,1,3
8912,0.36,0.93,0.194,1,2
8913,0.34,0.93,0.0896,1,16
8914,0.36,0.93,0.1343,1,89
8915,0.34,0.87,0.2836,1,220
8916,0.32,0.81,0.194,1,508
8917,0.32,0.81,0.1045,1,230
8918,0.34,0.81,0.1045,1,90
8919,0.34,0.81,0.1045,1,119
8920,0.34,0.81,0.1045,1,144
8921,0.42,0.77,0.1642,1,183
8922,0.42,0.77,0.1642,1,156
8923,0.44,0.72,0.1343,1,188
8924,0.46,0.67,0.194,1,281
8925,0.46,0.63,0.1642,1,495
8926,0.44,0.67,0.194,1,421
8927,0.42,0.71,0.1642,1,330
8928,0.42,0.71,0.194,1,240
8929,0.44,0.67,0.1343,1,174
8930,0.38,0.76,0.2985,1,133
8931,0.4,0.76,0.3284,1,67
8932,0.4,0.71,0.2836,1,42
8933,0.38,0.76,0.2985,1,12
8934,0.4,0.76,0.3582,1,14
8935,0.36,0.87,0.2537,1,7
8936,0.32,0.7,0.4925,1,3
8937,0.3,0.7,0.5522,1,21
8938,0.26,0.75,0.2239,1,73
8939,0.26,0.6,0.2239,1,177
8940,0.24,0.52,0.3582,1,419
8941,0.22,0.47,0.3881,1,214
8942,0.24,0.44,0.4478,1,103
8943,0.24,0.38,0.6119,1,114
8944,0.24,0.38,0.4925,1,154
8945,0.26,0.33,0.5224,1,154
8946,0.26,0.33,0.5522,1,129
8947,0.26,0.33,0.5821,1,138
8948,0.28,0.3,0.4627,1,233
8949,0.28,0.33,0.4179,1,332
8950,0.26,0.38,0.2985,1,301
8951,0.26,0.38,0.2836,1,206
8952,0.24,0.41,0.1642,1,136
8953,0.24,0.41,0.2836,1,102
8954,0.2,0.47,0.3284,1,65
8955,0.18,0.47,0.194,1,65
8956,0.16,0.47,0.1045,0,44
8957,0.16,0.47,0.194,0,50
8958,0.16,0.47,0.1642,0,38
8959,0.14,0.54,0.1045,0,20
8960,0.14,0.5,0.1343,0,3
8961,0.14,0.5,0.1343,0,4
8962,0.14,0.5,0,0,5
8963,0.14,0.5,0.1343,0,24
8964,0.12,0.54,0.1045,0,92
8965,0.14,0.5,0.1045,0,81
8966,0.16,0.47,0,0,149
8967,0.2,0.4,0.194,0,178
8968,0.22,0.41,0.2537,0,219
8969,0.22,0.44,0.2836,0,220
8970,0.24,0.41,0.2985,0,231
8971,0.24,0.38,0.2985,0,226
8972,0.24,0.38,0.2239,0,206
8973,0.24,0.41,0.2537,0,144
8974,0.22,0.41,0.194,0,143
8975,0.2,0.47,0.2239,0,102
8976,0.2,0.44,0.2537,0,103
8977,0.18,0.43,0.2537,0,69
8978,0.16,0.47,0.3582,0,66
8979,0.16,0.47,0.2239,0,76
8980,0.16,0.47,0.3284,0,59
8981,0.16,0.47,0.2985,0,42
8982,0.16,0.47,0.2836,0,43
8983,0.16,0.48,0.3881,0,25
8984,0.16,0.47,0.3881,0,6
8985,0.16,0.47,0.3284,0,5
8986,0.14,0.5,0.2836,0,8
8987,0.12,0.54,0.2836,0,17
8988,0.12,0.54,0.2239,0,36
8989,0.12,0.54,0.194,0,90
8990,0.14,0.54,0.2836,0,126
8991,0.16,0.47,0.2239,0,165
8992,0.18,0.4,0.2985,0,234
8993,0.2,0.34,0.2836,0,224
8994,0.2,0.32,0.3582,0,188
8995,0.22,0.27,0.194,0,206
8996,0.22,0.29,0.2985,0,205
8997,0.22,0.25,0.2537,0,146
8998,0.18,0.29,0.2239,0,120
8999,0.16,0.37,0.1642,0,110
9000,0.16,0.37,0.1045,0,95
9001,0.16,0.4,0.1642,0,72
9002,0.18,0.37,0.0896,0,60
9003,0.16,0.43,0.0896,0,29
9004,0.14,0.46,0.1343,0,25
9005,0.14,0.43,0.1045,0,20
9006,0.14,0.46,0,0,17
9007,0.12,0.5,0,0,3
9008,0.12,0.58,0.1045,0,8
9009,0.12,0.54,0.0896,0,6
9010,0.1,0.54,0.0896,0,13
9011,0.1,0.54,0.1045,0,33
9012,0.1,0.58,0.1642,0,78
9013,0.1,0.58,0.1642,0,96
9014,0.14,0.59,0.194,0,126
9015,0.16,0.59,0.2537,0,179
9016,0.2,0.55,0.3284,0,185
9017,0.24,0.41,0.4179,0,228
9018,0.24,0.44,0.3881,0,181
9019,0.26,0.44,0.4478,0,192
9020,0.26,0.44,0.3582,0,180
9021,0.26,0.48,0.3284,0,193
9022,0.26,0.52,0.3284,0,181
9023,0.26,0.56,0.2836,0,144
9024,0.26,0.6,0.2836,0,90
9025,0.28,0.52,0.3284,0,49
9026,0.3,0.49,0.3582,0,43
9027,0.26,0.7,0.2985,0,28
9028,0.26,0.7,0.3284,1,12
9029,0.28,0.65,0.3582,1,2
9030,0.28,0.75,0.2537,1,12
9031,0.32,0.66,0.3284,1,2
9032,0.32,0.66,0.3284,1,13
9033,0.3,0.75,0.2537,1,57
9034,0.3,0.81,0.2239,1,126
9035,0.3,0.81,0.2836,1,93
9036,0.32,0.81,0.2537,1,68
9037,0.3,0.87,0.2537,1,62
9038,0.34,0.87,0.1045,1,75
9039,0.32,0.87,0.2836,1,86
9040,0.38,0.76,0.3284,1,103
9041,0.44,0.62,0.4925,1,132
9042,0.44,0.62,0.4925,1,129
9043,0.46,0.63,0.5522,1,219
9044,0.46,0.63,0.4478,1,462
9045,0.46,0.63,0.4478,1,463
9046,0.46,0.63,0.4179,1,308
9047,0.46,0.63,0.3582,1,180
9048,0.46,0.67,0.4627,1,180
9049,0.46,0.72,0.3881,1,90
9050,0.46,0.72,0.3881,1,61
9051,0.46,0.77,0.3284,1,17
9052,0.46,0.77,0.3284,1,10
9053,0.44,0.51,0.4925,1,2
9054,0.44,0.51,0.4925,1,4
9055,0.34,0.46,0.5224,1,1
9056,0.34,0.46,0.5224,1,29
9057,0.34,0.36,0.5224,1,88
9058,0.32,0.42,0.3582,1,263
9059,0.3,0.52,0.4179,1,489
9060,0.28,0.52,0.3284,1,202
9061,0.3,0.42,0.4627,1,93
9062,0.3,0.42,0.3881,1,114
9063,0.3,0.39,0.4925,1,161
9064,0.3,0.42,0.4627,1,130
9065,0.3,0.33,0.3881,1,105
9066,0.3,0.33,0.5224,1,130
9067,0.28,0.3,0.5224,1,176
9068,0.26,0.33,0.4478,1,346
9069,0.24,0.32,0.3582,1,355
9070,0.22,0.37,0.3881,1,256
9071,0.22,0.37,0.2537,1,165
9072,0.2,0.4,0.4179,1,124
9073,0.18,0.47,0.2537,1,78
9074,0.16,0.47,0.2985,1,38
9075,0.14,0.5,0.194,1,16
9076,0.14,0.5,0.1642,1,5
9077,0.14,0.5,0.1343,1,3
9078,0.12,0.54,0.1045,1,4
9079,0.12,0.54,0.1045,1,1
9080,0.12,0.55,0.2537,1,19
9081,0.12,0.54,0.1642,1,86
9082,0.12,0.54,0.0896,1,206
9083,0.12,0.54,0.1045,1,423
9084,0.12,0.54,0,1,210
9085,0.14,0.59,0,1,108
9086,0.16,0.55,0.1642,1,99
9087,0.2,0.51,0.194,1,111
9088,0.22,0.47,0.2836,1,124
9089,0.24,0.44,0.194,1,119
9090,0.26,0.44,0.2985,1,127
9091,0.26,0.41,0.3284,1,193
9092,0.26,0.44,0.3284,1,385
9093,0.26,0.44,0.3284,1,361
9094,0.26,0.48,0.2985,1,234
9095,0.26,0.52,0.4478,1,191
9096,0.26,0.44,0.3582,1,121
9097,0.26,0.44,0.4179,1,90
9098,0.26,0.48,0.3284,1,56
9099,0.26,0.48,0.2985,1,27
9100,0.26,0.48,0.1343,1,15
9101,0.26,0.48,0.1343,1,11
9102,0.24,0.52,0.1045,1,4
9103,0.22,0.6,0.1045,1,3
9104,0.22,0.6,0.1045,1,19
9105,0.24,0.6,0.2836,1,68
9106,0.22,0.69,0.2239,1,185
9107,0.22,0.64,0.2537,1,425
9108,0.22,0.47,0.3881,1,263
9109,0.22,0.44,0.2836,1,97
9110,0.2,0.32,0.3582,1,123
9111,0.2,0.34,0.3284,1,124
9112,0.22,0.32,0.2985,1,156
9113,0.22,0.35,0.2985,1,115
9114,0.22,0.35,0.194,1,156
9115,0.2,0.37,0.1642,1,174
9116,0.22,0.32,0.0896,1,349
9117,0.2,0.34,0.0896,1,301
9118,0.2,0.37,0.1045,1,192
9119,0.2,0.34,0.0896,1,142
9120,0.2,0.37,0.0896,1,104
9121,0.2,0.37,0.2239,1,72
9122,0.16,0.64,0.2239,1,38
9123,0.16,0.64,0.2239,0,24
9124,0.14,0.86,0.194,0,23
9125,0.14,0.86,0,0,26
9126,0.14,0.93,0.0896,0,13
9127,0.16,0.86,0.0896,0,1
9128,0.16,0.86,0.1045,0,2
9129,0.16,0.93,0.1642,0,1
9130,0.16,0.93,0.1642,0,13
9131,0.16,0.93,0.2537,0,25
9132,0.16,0.93,0.2537,0,42
9133,0.16,0.93,0.2537,0,45
9134,0.18,0.86,0.1045,0,63
9135,0.2,0.8,0.1642,0,67
9136,0.2,0.8,0.2537,0,76
9137,0.2,0.8,0.194,0,95
9138,0.2,0.8,0.194,0,119
9139,0.2,0.8,0.2985,0,118
9140,0.2,0.8,0.3881,0,106
9141,0.2,0.75,0.3881,0,110
9142,0.18,0.8,0.3881,0,85
9143,0.18,0.8,0.2985,0,67
9144,0.18,0.74,0.3284,0,69
9145,0.18,0.74,0.2985,0,59
9146,0.16,0.8,0.2537,0,52
9147,0.16,0.8,0.2985,0,52
9148,0.18,0.74,0.2985,0,50
9149,0.18,0.74,0.2836,0,47
9150,0.18,0.69,0.2836,0,21
9151,0.16,0.8,0.2836,0,2
9152,0.16,0.74,0.2239,0,3
9153,0.16,0.74,0.2239,0,4
9154,0.16,0.74,0.2239,0,13
9155,0.16,0.74,0.2239,0,32
9156,0.16,0.74,0.2239,0,63
9157,0.16,0.74,0.2836,0,129
9158,0.16,0.8,0.2537,0,133
9159,0.16,0.8,0.2239,0,185
9160,0.16,0.8,0.1343,0,199
9161,0.16,0.8,0.1642,0,182
9162,0.16,0.8,0.194,0,176
9163,0.16,0.8,0.194,0,155
9164,0.16,0.8,0.1045,0,108
9165,0.16,0.86,0.1045,0,121
9166,0.16,0.86,0.1045,0,89
9167,0.16,0.86,0.1642,0,74
9168,0.16,0.86,0.1045,0,44
9169,0.16,0.93,0.0896,0,58
9170,0.16,0.93,0.1045,0,37
9171,0.18,0.86,0,1,19
9172,0.18,0.86,0.1045,1,4
9173,0.18,0.86,0.1045,1,2
9174,0.18,0.86,0,1,1
9175,0.2,0.8,0,1,1
9176,0.2,0.86,0,1,19
9177,0.2,0.86,0,1,42
9178,0.2,0.86,0,1,122
9179,0.2,0.86,0.1343,1,272
9180,0.2,0.86,0.0896,1,211
9181,0.2,0.93,0,1,149
9182,0.2,0.93,0.0896,1,62
9183,0.22,0.93,0,1,62
9184,0.22,0.93,0.0896,1,37
9185,0.22,0.93,0.194,1,61
9186,0.22,1,0.2239,1,74
9187,0.24,0.93,0.1642,1,122
9188,0.24,0.96,0.1045,1,276
9189,0.24,0.93,0.1343,1,282
9190,0.26,0.93,0.1642,1,220
9191,0.26,1,0.1642,1,169
9192,0.26,1,0.2836,1,120
9193,0.26,1,0.2836,1,68
9194,0.28,0.93,0.3284,1,37
9195,0.3,1,0.2836,1,25
9196,0.32,0.93,0.2537,1,9
9197,0.32,0.93,0.2239,1,8
9198,0.32,0.93,0.1343,1,3
9199,0.3,1,0.0896,1,2
9200,0.3,1,0.0896,1,26
9201,0.32,0.93,0.194,1,89
9202,0.32,0.93,0.1343,1,232
9203,0.32,0.93,0.1343,1,490
9204,0.32,0.87,0.0896,1,255
9205,0.32,0.93,0.0896,1,116
9206,0.34,0.87,0.1343,1,153
9207,0.34,0.87,0.1642,1,175
9208,0.34,0.87,0.1642,1,203
9209,0.36,0.81,0.2239,1,173
9210,0.4,0.71,0.1642,1,208
9211,0.4,0.71,0.1343,1,278
9212,0.42,0.67,0.0896,1,515
9213,0.4,0.62,0.0896,1,423
9214,0.44,0.51,0.0896,1,331
9215,0.32,0.76,0,1,229
9216,0.36,0.71,0,1,172
9217,0.32,0.81,0,1,125
9218,0.32,0.76,0,1,99
9219,0.26,0.93,0,1,31
9220,0.3,0.7,0.2239,1,13
9221,0.28,0.7,0.194,1,6
9222,0.26,0.75,0.194,1,1
9223,0.26,0.7,0.2836,1,4
9224,0.26,0.7,0.2836,1,33
9225,0.24,0.73,0.2239,1,88
9226,0.24,0.75,0.2239,1,257
9227,0.24,0.7,0.2537,1,513
9228,0.24,0.7,0.2537,1,236
9229,0.26,0.7,0.3284,1,141
9230,0.3,0.61,0.2985,1,157
9231,0.32,0.53,0.1343,1,193
9232,0.34,0.49,0.1343,1,212
9233,0.34,0.49,0.0896,1,160
9234,0.36,0.46,0,1,155
9235,0.34,0.53,0.1642,1,246
9236,0.36,0.53,0.1642,1,470
9237,0.32,0.66,0.1343,1,439
9238,0.34,0.53,0,1,316
9239,0.32,0.61,0.194,1,235
9240,0.3,0.65,0,1,185
9241,0.3,0.65,0.0896,1,113
9242,0.28,0.65,0,1,66
9243,0.28,0.75,0.1045,1,25
9244,0.28,0.75,0,1,21
9245,0.28,0.75,0.1642,1,7
9246,0.28,0.75,0.0896,1,6
9247,0.28,0.75,0,1,3
9248,0.3,0.75,0.1045,1,28
9249,0.28,0.81,0,1,88
9250,0.28,0.81,0.0896,1,239
9251,0.28,0.81,0.0896,1,530
9252,0.3,0.81,0,1,274
9253,0.3,0.81,0.1343,1,108
9254,0.3,0.87,0.1045,1,111
9255,0.34,0.81,0.1343,1,165
9256,0.38,0.71,0,1,173
9257,0.4,0.71,0.1045,1,128
9258,0.42,0.71,0.1045,1,164
9259,0.4,0.71,0.0896,1,224
9260,0.42,0.71,0,1,413
9261,0.42,0.71,0,1,406
9262,0.4,0.76,0.1045,1,313
9263,0.4,0.82,0.1343,1,224
9264,0.4,0.76,0.1045,1,192
9265,0.38,0.82,0.1045,1,142
9266,0.4,0.82,0,1,91
9267,0.4,0.82,0.2537,1,38
9268,0.4,0.87,0.2239,1,29
9269,0.42,0.94,0.1343,1,13
9270,0.42,0.94,0.2836,1,8
9271,0.4,1,0.2985,1,4
9272,0.42,0.94,0.3284,1,24
9273,0.42,1,0.3284,1,72
9274,0.42,1,0.2985,1,134
9275,0.5,0.88,0.2836,1,220
9276,0.5,0.88,0.2836,1,107
9277,0.48,1,0.1642,1,126
9278,0.48,0.94,0.1343,1,105
9279,0.5,0.88,0.1642,1,180
9280,0.5,0.59,0.4627,1,201
9281,0.5,0.55,0.5522,1,176
9282,0.48,0.51,0.3284,1,197
9283,0.44,0.51,0.5522,1,267
9284,0.42,0.5,0.5821,1,422
9285,0.4,0.5,0.4925,1,383
9286,0.36,0.5,0.3881,1,251
9287,0.34,0.53,0.3582,1,159
9288,0.34,0.53,0.5224,1,135
9289,0.34,0.49,0.3881,1,119
9290,0.32,0.49,0.4179,1,86
9291,0.3,0.52,0.2836,0,69
9292,0.3,0.52,0.1642,0,58
9293,0.26,0.6,0,0,41
9294,0.26,0.6,0.0896,0,17
9295,0.26,0.6,0.1642,0,8
9296,0.24,0.75,0.0896,0,10
9297,0.24,0.7,0,0,15
9298,0.22,0.75,0,0,31
9299,0.2,0.8,0.0896,0,91
9300,0.22,0.8,0,0,158
9301,0.26,0.7,0.1343,0,191
9302,0.3,0.56,0.1343,0,296
9303,0.3,0.61,0.2836,0,314
9304,0.34,0.57,0.2537,0,373
9305,0.38,0.5,0.3881,0,362
9306,0.4,0.47,0.3284,0,410
9307,0.42,0.44,0.3582,0,407
9308,0.42,0.44,0.3881,0,290
9309,0.42,0.41,0.2239,0,241
9310,0.42,0.41,0.5522,0,206
9311,0.4,0.35,0.3881,0,120
9312,0.36,0.29,0.3582,0,127
9313,0.34,0.34,0.194,0,103
9314,0.32,0.31,0.194,0,85
9315,0.3,0.33,0.2239,0,96
9316,0.3,0.28,0.3582,0,73
9317,0.28,0.26,0.3284,0,51
9318,0.26,0.28,0.194,0,21
9319,0.24,0.3,0,0,5
9320,0.2,0.51,0.1343,0,7
9321,0.2,0.4,0.1045,0,5
9322,0.2,0.37,0.1343,0,12
9323,0.18,0.4,0.1343,0,70
9324,0.18,0.43,0.1343,0,111
9325,0.24,0.35,0.1343,0,191
9326,0.28,0.28,0.2239,0,255
9327,0.32,0.26,0.2239,0,288
9328,0.32,0.26,0.2239,0,316
9329,0.32,0.26,0.2537,0,280
9330,0.36,0.25,0.2836,0,310
9331,0.36,0.21,0.4179,0,322
9332,0.36,0.21,0.4179,0,234
9333,0.34,0.23,0.3582,0,168
9334,0.32,0.29,0.2537,0,159
9335,0.3,0.39,0.2239,0,111
9336,0.3,0.33,0.2836,0,69
9337,0.32,0.26,0.3881,0,64
9338,0.3,0.33,0.3284,0,25
9339,0.32,0.26,0.4179,1,10
9340,0.26,0.6,0.3582,1,9
9341,0.24,0.48,0.3582,1,7
9342,0.24,0.48,0.194,1,4
9343,0.2,0.51,0.1343,1,5
9344,0.2,0.51,0.1343,1,26
9345,0.22,0.44,0.2537,1,80
9346,0.22,0.44,0.2836,1,225
9347,0.2,0.47,0.2239,1,493
9348,0.2,0.47,0.2239,1,198
9349,0.22,0.41,0.2836,1,85
9350,0.26,0.38,0,1,99
9351,0.26,0.35,0.3881,1,134
9352,0.3,0.31,0.194,1,132
9353,0.32,0.24,0.1343,1,115
9354,0.32,0.24,0.194,1,138
9355,0.34,0.25,0.194,1,221
9356,0.36,0.21,0.194,1,438
9357,0.34,0.23,0.1642,1,410
9358,0.3,0.45,0.1045,1,306
9359,0.3,0.39,0.1642,1,181
9360,0.3,0.42,0.1642,1,162
9361,0.28,0.48,0.2239,1,94
9362,0.26,0.6,0.194,1,52
9363,0.28,0.52,0.2537,1,15
9364,0.3,0.42,0.2985,1,8
9365,0.3,0.42,0.2239,1,2
9366,0.3,0.45,0.2239,1,2
9367,0.3,0.49,0.194,1,1
9368,0.3,0.49,0.194,1,22
9369,0.28,0.52,0.1642,1,104
9370,0.26,0.6,0.194,1,279
9371,0.26,0.6,0.1045,1,512
9372,0.3,0.52,0.194,1,261
9373,0.32,0.57,0.194,1,144
9374,0.4,0.37,0.2836,1,139
9375,0.4,0.43,0.2985,1,194
9376,0.46,0.36,0.2239,1,198
9377,0.5,0.29,0.3284,1,160
9378,0.54,0.26,0.4478,1,177
9379,0.54,0.26,0.4478,1,307
9380,0.54,0.26,0.4179,1,559
9381,0.54,0.24,0.3582,1,502
9382,0.5,0.29,0.2836,1,328
9383,0.4,0.58,0.1045,1,238
9384,0.46,0.33,0.2985,1,165
9385,0.44,0.35,0.2985,1,129
9386,0.44,0.38,0.2537,1,63
9387,0.44,0.38,0.2836,1,31
9388,0.44,0.41,0.2836,1,4
9389,0.44,0.44,0.2836,1,7
9390,0.44,0.44,0.194,1,3
9391,0.4,0.5,0.1642,1,1
9392,0.4,0.5,0.1642,1,18
9393,0.4,0.54,0.1642,1,67
9394,0.38,0.62,0.0896,1,208
9395,0.36,0.73,0.1045,1,520
9396,0.36,0.71,0.194,1,276
9397,0.4,0.62,0.1343,1,133
9398,0.4,0.58,0.1642,1,143
9399,0.44,0.54,0.1045,1,179
9400,0.46,0.47,0.2239,1,186
9401,0.62,0.33,0.2239,1,192
9402,0.6,0.35,0.2836,1,194
9403,0.6,0.4,0.2239,1,283
9404,0.58,0.43,0.194,1,539
9405,0.56,0.46,0.1642,1,526
9406,0.54,0.52,0.2836,1,335
9407,0.52,0.52,0.1642,1,264
9408,0.52,0.52,0.1642,1,233
9409,0.5,0.55,0.194,1,140
9410,0.46,0.63,0.0896,1,97
9411,0.46,0.59,0.1343,1,31
9412,0.46,0.55,0,1,17
9413,0.42,0.67,0.1343,1,9
9414,0.42,0.67,0.1343,1,2
9415,0.4,0.82,0.0896,1,1
9416,0.4,0.82,0,1,19
9417,0.36,0.9,0,1,74
9418,0.36,0.93,0,1,205
9419,0.4,0.87,0,1,445
9420,0.38,0.87,0,1,228
9421,0.42,0.77,0.1045,1,78
9422,0.4,0.82,0.2537,1,105
9423,0.42,0.82,0,1,148
9424,0.42,0.77,0,1,137
9425,0.4,0.76,0.1045,1,141
9426,0.46,0.67,0.1642,1,174
9427,0.46,0.55,0.2836,1,229
9428,0.42,0.54,0.4925,1,450
9429,0.4,0.43,0.4627,1,410
9430,0.38,0.43,0.5224,1,327
9431,0.36,0.46,0.5224,1,213
9432,0.34,0.46,0.4179,1,148
9433,0.32,0.49,0.4179,1,109
9434,0.32,0.49,0.2537,1,61
9435,0.32,0.53,0.3881,1,38
9436,0.3,0.56,0.3284,1,22
9437,0.3,0.52,0.2239,1,6
9438,0.28,0.56,0.2985,1,4
9439,0.26,0.6,0.2239,1,2
9440,0.26,0.6,0.2239,1,17
9441,0.24,0.65,0.1642,1,88
9442,0.24,0.65,0.2239,1,226
9443,0.24,0.65,0.2239,1,441
9444,0.24,0.65,0.194,1,270
9445,0.28,0.56,0.2836,1,129
9446,0.32,0.53,0.2985,1,164
9447,0.34,0.46,0.1343,1,216
9448,0.36,0.46,0,1,198
9449,0.36,0.46,0.2239,1,170
9450,0.38,0.4,0,1,216
9451,0.4,0.37,0.1045,1,311
9452,0.4,0.37,0.0896,1,488
9453,0.38,0.4,0.1343,1,385
9454,0.34,0.49,0.1045,1,267
9455,0.34,0.49,0.1045,1,163
9456,0.34,0.49,0.1045,1,134
9457,0.34,0.49,0.1045,1,119
9458,0.26,0.7,0.1045,1,77
9459,0.26,0.7,0.1045,0,86
9460,0.26,0.7,0.1045,0,43
9461,0.24,0.7,0.0896,0,44
9462,0.24,0.75,0,0,18
9463,0.24,0.81,0.0896,0,6
9464,0.24,0.81,0.0896,0,4
9465,0.22,0.87,0.1343,0,5
9466,0.24,0.87,0.1343,0,28
9467,0.24,0.87,0,0,90
9468,0.24,0.81,0.1343,0,157
9469,0.24,0.87,0.1045,0,224
9470,0.3,0.7,0,0,270
9471,0.3,0.7,0.0896,0,300
9472,0.3,0.7,0.194,0,302
9473,0.32,0.66,0.2239,0,276
9474,0.32,0.66,0.2239,0,305
9475,0.34,0.61,0.1642,0,143
9476,0.3,0.7,0.194,0,67
9477,0.28,0.75,0.1642,0,64
